date,time,value,weak,pool,target
2022-02-07,15:30:00,2169962.58,True,9,501018
2022-02-08,15:30:00,2165762.38,True,9,501018
2022-02-09,15:30:00,2123760.38,True,9,501018
2022-02-10,15:30:00,2132160.78,True,9,501018
2022-02-11,15:30:00,2125935.78,True,9,159985
2022-02-14,15:30:00,2159982.94,True,9,159985
2022-02-15,15:30:00,2137366.71,True,9,159985
2022-02-16,15:30:00,2154517.13,True,9,159980
2022-02-17,15:30:00,2162291.56,False,72,501018
2022-02-18,15:30:00,2141243.56,False,72,501018
2022-02-21,15:30:00,2143348.36,False,72,501018
2022-02-22,15:30:00,2219121.16,False,72,501018
2022-02-23,15:30:00,2214986.07,False,72,515220
2022-02-24,15:30:00,2173541.19,False,72,562800
2022-02-25,15:30:00,2211793.78,True,9,501018
2022-02-28,15:30:00,2264284.35,False,72,562800
2022-03-01,15:30:00,2178668.95,False,72,512400
2022-03-02,15:30:00,2208232.95,False,72,512400
2022-03-03,15:30:00,2225613.64,False,72,159985
2022-03-04,15:30:00,2222639.37,True,9,159985
2022-03-07,15:30:00,2334990.17,True,9,159985
2022-03-08,15:30:00,2370469.37,True,9,159985
2022-03-09,15:30:00,2405948.57,True,9,159985
2022-03-10,15:30:00,2345338.27,True,9,159985
2022-03-11,15:30:00,2385252.37,True,9,159985
2022-03-14,15:30:00,2405948.57,True,9,159985
2022-03-15,15:30:00,2342381.67,True,9,159985
2022-03-16,15:30:00,2385252.37,True,9,159985
2022-03-17,15:30:00,2377860.87,True,9,159985
2022-03-18,15:30:00,2431079.67,True,9,159985
2022-03-21,15:30:00,2438466.26,False,72,159985
2022-03-22,15:30:00,2513854.46,False,71,159985
2022-03-23,15:30:00,2513854.46,False,72,159985
