date,time,weak,threshold,pool
2022-06-07,09:40:00,False,1035112.0,72
2022-06-08,09:40:00,False,1142527.0,72
2022-06-09,09:40:00,False,1299824.0,71
2022-06-10,09:40:00,False,1302780.0,71
2022-06-13,09:40:00,False,1338586.0,72
2022-06-14,09:40:00,False,1311128.0,73
2022-06-15,09:40:00,False,1399407.0,73
2022-06-16,09:40:00,False,1588862.0,73
2022-06-17,09:40:00,False,1628499.0,72
2022-06-20,09:40:00,False,1623002.0,72
2022-06-21,09:40:00,False,1457798.0,72
2022-06-22,09:40:00,False,1388538.0,72
2022-06-23,09:40:00,False,1258146.0,72
2022-06-24,09:40:00,False,1245505.0,72
2022-06-27,09:40:00,False,1285270.0,72
2022-06-28,09:40:00,False,1435558.0,72
2022-06-29,09:40:00,False,1464267.0,72
2022-06-30,09:40:00,False,1527470.0,72
2022-07-01,09:40:00,False,1490300.0,72
2022-07-04,09:40:00,False,1349615.0,72
2022-07-05,09:40:00,False,1300310.0,72
2022-07-06,09:40:00,False,1259080.0,72
2022-07-07,09:40:00,True,1374794.0,9
2022-07-08,09:40:00,False,1323380.0,72
2022-07-11,09:40:00,False,1253426.0,72
2022-07-12,09:40:00,True,1196652.0,9
2022-07-13,09:40:00,True,1191445.0,9
2022-07-14,09:40:00,True,1189424.0,9
2022-07-15,09:40:00,True,1167210.0,9
2022-07-18,09:40:00,True,1147732.0,9
2022-07-19,09:40:00,True,1157735.0,9
2022-07-20,09:40:00,True,1102971.0,9
2022-07-21,09:40:00,True,1028648.0,9
2022-07-22,09:40:00,True,996577.0,9
2022-07-25,09:40:00,True,1027053.0,9
2022-07-26,09:40:00,True,1022882.0,9
