trade_date,jq_weak,local_weak,below_count,above_count,weak_days_count,match,000300_close,000300_ma10,000300_relation,399101_close,399101_ma10,399101_relation,399006_close,399006_ma10,399006_relation,000510_close,000510_ma10,000510_relation
2020-02-13,False,False,0,4,0,True,3959.919,3891.8889000000004,above,10067.529,9803.685699999998,above,2064.596,1979.437,above,4492.563,4395.058800000001,above
2020-02-14,False,False,0,4,0,True,3987.734,3890.2721999999994,above,10100.085,9813.077299999999,above,2069.219,1993.5847,above,4508.895,4398.0527,above
2020-02-17,False,False,0,4,0,True,4077.424,3929.1788,above,10421.843,9939.082799999998,above,2146.177,2028.625,above,4617.699,4446.5781,above
2020-02-18,False,False,0,4,0,True,4057.511,3956.3661,above,10530.491,10058.9893,above,2170.949,2057.4508,above,4619.006,4483.3275,above
2020-02-19,False,False,0,4,0,True,4051.311,3978.6445,above,10481.518,10149.6763,above,2139.437,2077.4325,above,4599.995,4511.634800000001,above
2020-02-20,False,False,0,4,0,True,4144.656,4003.1326,above,10704.748,10233.7634,above,2186.737,2094.8813,above,4697.733,4539.9431,above
2020-02-21,False,False,0,4,0,True,4149.49,4028.0947,above,10849.844,10329.4365,above,2226.639,2115.9653000000003,above,4721.951,4569.8021,above
2020-02-24,False,False,0,4,0,True,4132.839,4049.7780999999995,above,11020.473,10432.1317,above,2263.972,2138.1448,above,4723.184,4597.5358,above
2020-02-25,False,False,0,4,0,True,4123.854,4066.9170999999997,above,11115.366,10544.195,above,2287.312,2164.0316,above,4722.041,4622.704100000001,above
2020-02-26,False,False,1,3,0,True,4073.015,4075.7753000000002,below,10790.754,10608.2651,above,2180.701,2173.5739000000003,above,4636.168,4633.923499999999,above
2020-02-27,False,False,1,3,0,True,4084.876,4088.2710000000006,below,10812.264,10682.738599999999,above,2196.714,2186.7857000000004,above,4651.515,4649.8187,above
2020-02-28,False,True,4,0,0,False,3940.049,4083.5024999999996,below,10286.545,10701.384600000001,below,2071.566,2187.0204,below,4464.306,4645.359799999999,below
2020-03-02,True,True,4,0,0,True,4069.666,4082.7266999999993,below,10663.261,10725.526399999999,below,2135.415,2185.9442000000004,below,4610.669,4644.656800000001,below
2020-03-03,True,True,2,2,2,True,4091.362,4086.1118,above,10751.844,10747.6617,above,2173.346,2186.1839000000004,below,4644.189,4647.1750999999995,below
2020-03-04,True,True,2,2,3,True,4115.052,4092.4858999999997,above,10765.91,10776.100900000001,below,2169.443,2189.1845000000003,below,4655.948,4652.770399999999,above
2020-03-05,True,False,0,4,0,False,4206.725,4098.6928,above,10942.23,10799.849100000001,above,2209.588,2191.4696,above,4747.114,4657.708500000001,above
2020-03-06,False,False,0,4,0,True,4138.507,4097.5945,above,10882.444,10803.1091,above,2192.936,2188.0993000000003,above,4685.277,4654.0411,above
2020-03-09,False,True,4,0,0,False,3997.133,4084.0239,below,10460.722,10747.134,below,2093.063,2171.0084,below,4505.872,4632.3099,below
2020-03-10,True,True,3,1,0,True,4082.732,4079.9116999999997,above,10700.779,10705.675299999999,below,2148.81,2157.1582000000008,below,4615.492,4621.655000000001,below
2020-03-11,True,True,4,0,0,True,4028.429,4075.4531,below,10536.378,10680.2377,below,2101.463,2149.2344000000003,below,4552.755,4613.3137,below
2020-03-12,True,True,4,0,0,True,3950.911,4062.0566,below,10297.588,10628.7701,below,2045.926,2134.1556,below,4464.016,4594.563799999999,below
2020-03-13,True,True,4,0,0,True,3895.313,4057.583,below,10192.391,10619.3547,below,2030.58,2130.057,below,4408.27,4588.9601999999995,below
2020-03-16,True,True,4,0,0,True,3727.84,4023.4004,below,9695.416,10522.5702,below,1910.767,2107.5922,below,4212.208,4549.114100000001,below
2020-03-17,True,True,4,0,0,True,3709.682,3985.232400000001,below,9659.981,10413.383899999999,below,1917.702,2082.0278000000003,below,4201.396,4504.8348000000005,below
2020-03-18,True,True,4,0,0,True,3636.257,3937.3529000000003,below,9533.439,10290.1368,below,1887.042,2053.7877000000003,below,4124.131,4451.6531,below
2020-03-19,True,True,4,0,0,True,3589.093,3875.5896999999995,below,9601.004,10156.0142,below,1894.943,2022.3232000000003,below,4084.847,4385.4264,below
2020-03-20,True,True,4,0,0,True,3653.224,3827.0614,below,9702.463,10038.0161,below,1915.046,1994.5341999999996,below,4153.493,4332.2480000000005,below
2020-03-23,True,True,4,0,0,True,3530.306,3780.3786999999998,below,9276.544,9919.5983,below,1827.052,1967.9330999999997,below,4002.317,4281.892500000001,below
2020-03-24,True,True,4,0,0,True,3625.115,3734.6169999999997,below,9436.449,9793.165299999999,below,1876.91,1940.7431000000001,below,4104.118,4230.7551,below
2020-03-25,True,False,0,4,0,False,3722.518,3704.0259000000005,above,9713.964,9710.9239,above,1937.855,1924.3823,above,4214.953,4196.9749,above
2020-03-26,False,False,1,3,0,True,3698.047,3678.7394999999997,above,9612.713,9642.436400000002,below,1927.275,1912.5172000000002,above,4183.422,4168.9155,above
