trade_date,target_symbol,held_symbol,shares,cash,position_value,equity
2022-09-23,159985,159985,1465700,4944.773149626795,2569372.0999999996,2574316.8731496264
2022-09-26,159985,159985,1465700,4944.773149626795,2551783.7,2556728.473149627
2022-09-27,511880,511880,25200,5932.278502011206,2555380.8,2561313.078502011
2022-09-28,511880,511880,25200,5932.278502011206,2555733.6,2561665.8785020113
2022-09-29,159985,159985,1429800,4936.518972529564,2573640.0,2578576.5189725296
2022-09-30,159985,159985,1429800,4936.518972529564,2536465.2,2541401.7189725298
2022-10-10,161226,161226,3991200,4884.826964641456,2542394.4,2547279.2269646414
2022-10-11,161226,161226,3991200,4884.826964641456,2526429.6,2531314.4269646415
2022-10-12,161226,161226,3991200,4884.826964641456,2506473.6,2511358.4269646415
2022-10-13,159985,159985,1395000,4856.868197941687,2473335.0,2478191.8681979417
2022-10-14,159985,159985,1395000,4856.868197941687,2517975.0,2522831.8681979417
2022-10-17,159985,159985,1395000,4856.868197941687,2455200.0,2460056.8681979417
2022-10-18,159985,159985,1395000,4856.868197941687,2423115.0,2427971.8681979417
2022-10-19,159985,159985,1395000,4856.868197941687,2420325.0,2425181.8681979417
2022-10-20,511880,511880,23900,8823.531441859901,2426304.1,2435127.63144186
2022-10-21,511880,511880,23900,8823.531441859901,2426519.2,2435342.73144186
2022-10-24,511880,511880,23900,8823.531441859901,2426662.6,2435486.13144186
2022-10-25,518880,518880,634800,4677.279474268202,2429379.6,2434056.8794742683
2022-10-26,501018,501018,1940000,4678.057609048672,2426940.0,2431618.0576090487
2022-10-27,513290,513290,2371300,4849.063155610114,2501721.5,2506570.56315561
2022-10-28,513290,513290,2371300,4849.063155610114,2461409.4,2466258.46315561
2022-10-31,513290,513290,2371300,4849.063155610114,2591830.9,2596679.96315561
2022-11-01,513030,513030,2675500,5023.441186085809,2597910.5,2602933.941186086
2022-11-02,513030,513030,2675500,5023.441186085809,2579182.0,2584205.441186086
2022-11-03,516510,516510,3190300,4873.313617927954,2529907.9,2534781.213617928
2022-11-04,515400,515400,3475000,4982.200110628735,2595825.0,2600807.2001106287
2022-11-07,159998,159998,3173800,4963.9536166461185,2589820.8,2594784.753616646
2022-11-08,513360,513360,5595600,4973.863865653984,2607549.6,2612523.463865654
2022-11-09,159998,159998,3099600,4859.9469681498595,2516875.2,2521735.14696815
2022-11-10,159892,159892,4130800,4820.02210285468,2503264.8,2508084.8221028545
2022-11-11,159892,159892,4130800,4820.02210285468,2606534.8,2611354.8221028545
2022-11-14,159892,159892,4130800,4820.02210285468,2742851.2,2747671.222102855
2022-11-15,516510,516510,3412800,5365.453912388068,2832624.0,2837989.453912388
2022-11-16,515400,515400,3662500,5461.038740138058,2831112.5,2836573.538740138
2022-11-17,515400,515400,3662500,5461.038740138058,2904362.5,2909823.538740138
2022-11-18,515400,515400,3662500,5461.038740138058,2849425.0,2854886.038740138
2022-11-21,515400,515400,3662500,5461.038740138058,2831112.5,2836573.538740138
2022-11-22,513030,513030,2652600,5363.829036382493,2793187.8,2798551.6290363823
2022-11-23,513030,513030,2652600,5363.829036382493,2832976.8000000003,2838340.629036383
2022-11-24,513030,513030,2652600,5363.829036382493,2856850.1999999997,2862214.029036382
2022-11-25,513030,513030,2652600,5363.829036382493,2880723.6,2886087.4290363826
2022-11-28,513030,513030,2652600,5363.829036382493,2862155.4,2867519.2290363824
2022-11-29,513030,513030,2652600,5363.829036382493,2835629.4,2840993.2290363824
2022-11-30,513520,513520,2594300,5480.083485620562,2820004.1,2825484.1834856207
2022-12-01,513090,513090,2624200,5434.159677932505,2839384.4000000004,2844818.559677933
2022-12-02,513090,513090,2624200,5434.159677932505,2794773.0,2800207.1596779325
