date,value,positions,positions_raw
2025-08-07,24180456.22,['159583'],159583.XSHE:16208700:24134754.30
2025-08-08,24099424.82,['159583'],159583.XSHE:16206800:24050891.20
2025-08-11,24746028.35,"['159583', '159509']",159583.XSHE:4913900:7459300.20|159509.XSHE:9304800:17288318.40
2025-08-12,25041034.36,['159583'],159583.XSHE:16114100:24992969.10
2025-08-13,26652384.26,['159583'],159583.XSHE:16111200:26599591.20
2025-08-14,25927373.26,['159583'],159583.XSHE:16111400:25874908.40
2025-08-15,26056259.36,['159583'],159583.XSHE:16111500:26003961.00
2025-08-18,27504341.51,['159363'],159363.XSHE:38502000:27451926.00
2025-08-19,27987098.03,['588790'],588790.XSHG:39847600:27933167.60
2025-08-20,29182431.13,['588790'],588790.XSHG:39844500:29126329.50
2025-08-21,28873007.54,['588200'],588200.XSHG:15610700:28817352.20
2025-08-22,31654782.98,['588220'],588220.XSHG:24976200:31594893.00
2025-08-25,32279136.48,['588220'],588220.XSHG:24973100:32215299.00
2025-08-26,31983307.08,['159915'],159915.XSHE:11753300:31921962.80
2025-08-27,31729776.94,['159667'],159667.XSHE:22964100:31667493.90
2025-08-28,32327766.88,['516520'],516520.XSHG:25091300:32267411.80
2025-08-29,32198321.3,['159667'],159667.XSHE:22647700:32137086.30
2025-09-01,32654780.72,['513310'],513310.XSHG:16765900:32592909.60
2025-09-02,32588440.56,['159840'],159840.XSHE:47904000:32526816.00
2025-09-03,32956666.61,['517520'],517520.XSHG:18315300:32894278.80
2025-09-04,31451068.04,['516160'],516160.XSHG:13426100:31390221.80
2025-09-05,33122717.72,['161226'],161226.XSHE:29334300:33059756.10
2025-09-08,32968649.48,['516520'],516520.XSHG:18985700:24054881.90
2025-09-09,32521144.02,['516150'],516150.XSHG:19355200:32458670.40
2025-09-10,32106379.55,['513310'],513310.XSHG:16543400:32044565.80
2025-09-11,33446416.95,['513310'],513310.XSHG:16540700:33379132.60
2025-09-12,34201635.58,['512400'],512400.XSHG:21854200:34136260.40
2025-09-15,33936211.72,['512400'],512400.XSHG:22063600:33867626.00
2025-09-16,33382075.53,['159819'],159819.XSHE:22573800:33318928.80
2025-09-17,33485727.62,['159363'],159363.XSHE:38328600:33422539.20
2025-09-18,33197378.25,['515790'],515790.XSHG:36937500:33132937.50
2025-09-19,33035313.32,['515980'],515980.XSHG:19236900:32972046.60
2025-09-22,34135234.42,['515880'],515880.XSHG:12562900:34070584.80
2025-09-23,33756076.38,['517520'],517520.XSHG:17807900:33692546.80
2025-09-24,33827717.53,['159915'],159915.XSHE:10684700:33763652.00
2025-09-25,34364198.58,['159732'],159732.XSHE:28749800:34298511.40
2025-09-26,33185487.48,['159732'],159732.XSHE:28748100:33117811.20
2025-09-29,33817201.29,['159949'],159949.XSHE:21932100:33753501.90
2025-09-30,33717412.8,['159995'],159995.XSHE:17777700:33653186.10
2025-10-09,35230131.36,['159949'],159949.XSHE:22788200:35162192.60
2025-10-10,33485672.94,['513330'],513330.XSHG:56170200:33421269.00
2025-10-13,33176218.35,['161226'],161226.XSHE:24349100:33114776.00
2025-10-14,35024180.0,['159509'],159509.XSHE:17262400:34956360.00
2025-10-15,36032810.18,['518880'],518880.XSHG:3914700:35964348.90
2025-10-16,36255959.58,['518880'],518880.XSHG:3914200:36182864.80
2025-10-17,37420034.31,['159502'],159502.XSHE:32964300:37348551.90
2025-10-20,37980411.01,['159502'],159502.XSHE:32960500:37904575.00
2025-10-21,38540731.51,['159502'],159502.XSHE:32959500:38463736.50
2025-10-22,38669460.87,['513310'],513310.XSHG:16001800:38596341.60
2025-10-23,38251088.89,['159509'],159509.XSHE:17330400:38178871.20
2025-10-24,39003012.81,['159502'],159502.XSHE:34088600:38929181.20
2025-10-27,39548430.11,['159502'],159502.XSHE:34083900:39469156.20
2025-10-28,39991517.41,['159502'],159502.XSHE:34083100:39911310.10
2025-10-29,40400508.11,['159502'],159502.XSHE:34082800:40319952.40
2025-10-30,40093757.71,['159502'],159502.XSHE:34083000:40013442.00
2025-10-31,40400500.91,['159502'],159502.XSHE:34082400:40319479.20
2025-11-03,41184390.01,['159502'],159502.XSHE:34081300:41102047.80
2025-11-04,39687254.78,['159509'],159509.XSHE:17778900:39611389.20
2025-11-05,39640739.14,['159985'],159985.XSHE:19942500:39565920.00
2025-11-06,39505376.17,['159509'],159509.XSHE:17332000:39430300.00
2025-11-07,39189118.87,['513520'],513520.XSHG:20266900:39115117.00
2025-11-10,39750394.15,['513310'],513310.XSHG:14721700:39674981.50
2025-11-11,39912315.05,['513310'],513310.XSHG:14720100:39832590.60
2025-11-12,39754589.44,['513290'],513290.XSHG:26846400:39678979.20
2025-11-13,40157259.44,['513290'],513290.XSHG:26843400:40077196.20
2025-11-14,39142400.01,['516160'],516160.XSHG:12804600:39066834.60
2025-11-17,39488522.36,['513290'],513290.XSHG:26241000:39413982.00
2025-11-18,38911217.66,['513290'],513290.XSHG:26238700:38833276.00
2025-11-19,38648952.96,['513290'],513290.XSHG:26236800:38568096.00
2025-11-20,39121226.36,['513290'],513290.XSHG:26238800:39043334.40
2025-11-21,38395666.63,['159502'],159502.XSHE:31829600:38322838.40
2025-11-24,39484696.05,['513290'],513290.XSHG:26116500:39409798.50
2025-11-25,40947099.55,['513290'],513290.XSHG:26113000:40866845.00
2025-11-26,41730559.95,['513290'],513290.XSHG:26110100:41645609.50
2025-11-27,41704439.15,['513290'],513290.XSHG:26110400:41619977.60
2025-11-28,42096090.75,['513290'],513290.XSHG:26110600:42011955.40
2025-12-01,42163956.58,['161226'],161226.XSHE:26026600:42085012.20
2025-12-02,41981822.98,['161226'],161226.XSHE:26023000:41897030.00
2025-12-03,44379575.37,['159502'],159502.XSHE:34126900:44296716.20
2025-12-04,46085820.87,['159502'],159502.XSHE:34120600:45994568.80
2025-12-05,46256447.67,['159502'],159502.XSHE:34118800:46162736.40
2025-12-08,45642308.07,['159502'],159502.XSHE:34120700:45551134.50
2025-12-09,45744673.17,['159502'],159502.XSHE:34121200:45654165.60
2025-12-10,44925760.47,['159502'],159502.XSHE:34121100:44835125.40
2025-12-11,43909196.2,['159583'],159583.XSHE:35921100:43823742.00
2025-12-12,44405665.78,['159502'],159502.XSHE:33475200:44321164.80
2025-12-15,44337220.47,['159206'],159206.XSHE:31997500:44252542.50
2025-12-16,43756162.99,['518880'],518880.XSHG:4726500:43672860.00
2025-12-17,44087015.99,['518880'],518880.XSHG:4725900:43998129.00
2025-12-18,43717089.01,['515880'],515880.XSHG:14922400:43633097.60
2025-12-19,44452147.3,['159980'],159980.XSHE:23132400:44367943.20
2025-12-22,44822269.4,['159980'],159980.XSHE:23129500:44732453.00
2025-12-23,44815919.52,['515880'],515880.XSHG:14551200:44730388.80
2025-12-24,45596263.6,['159363'],159363.XSHE:45923600:45510287.60
2025-12-25,45596229.8,['159363'],159363.XSHE:45918800:45505530.80
2025-12-26,45526479.67,['159638'],159638.XSHE:44681300:45440882.10
2025-12-29,46157604.85,['515880'],515880.XSHG:14799100:46069598.30
2025-12-30,45387892.5,['159227'],159227.XSHE:34240900:45300710.70
2025-12-31,46825962.3,['159227'],159227.XSHE:34236600:46732959.00
2026-01-05,47535210.16,['512670'],512670.XSHG:51402400:47444415.20
2026-01-06,48672408.42,['159583'],159583.XSHE:36335800:48580964.60
2026-01-07,49071455.63,['561330'],561330.XSHG:23626800:48978356.40
2026-01-08,48102780.33,['561330'],561330.XSHG:23624900:48005796.80
2026-01-09,50290654.38,['561980'],561980.XSHG:21360100:50196235.00
2026-01-12,50630977.77,['159870'],159870.XSHE:59733400:50534456.40
2026-01-13,49843479.59,['159256'],159256.XSHE:41838800:49746333.20
2026-01-14,52191280.81,['159870'],159870.XSHE:60855600:52092393.60
2026-01-15,53010235.54,['510500'],510500.XSHG:6344900:52910121.10
2026-01-16,53035306.82,['562500'],562500.XSHG:47818200:52934747.40
2026-01-19,53792739.67,['159870'],159870.XSHE:60530900:53690908.30
2026-01-20,54579555.97,['159870'],159870.XSHE:60524200:54471780.00
2026-01-21,54540705.49,['518880'],518880.XSHG:5246300:54440855.10
2026-01-22,54351778.49,['518880'],518880.XSHG:5245500:54243715.50
2026-01-23,55782647.34,['159980'],159980.XSHE:25968600:55676678.40
2026-01-26,55960987.27,['562500'],562500.XSHG:50822500:55853927.50
2026-01-27,56376185.96,['515400'],515400.XSHG:52054200:56270590.20
2026-01-28,56384805.1,['516190'],516190.XSHG:17393800:24612227.00
2026-01-29,56638615.12,['159995'],159995.XSHE:28478400:56529624.00
2026-01-30,57237850.97,['588790'],588790.XSHG:62231700:57128700.60
2026-02-02,55520736.07,['159985'],159985.XSHE:28072200:55414522.80
2026-02-03,55731581.42,['520830'],520830.XSHG:58738700:55625548.90
2026-02-04,55982180.52,['513520'],513520.XSHG:29193600:55876550.40
2026-02-05,54826707.01,['159518'],159518.XSHE:55387300:54722652.40
2026-02-06,54439001.31,['159518'],159518.XSHE:55382100:54329840.10
2026-02-09,55491258.21,['159518'],159518.XSHE:55380100:55380100.00
2026-02-10,56041147.35,['513310'],513310.XSHG:16031600:55934252.40
2026-02-11,52666744.96,['501018'],501018.XSHG:38992600:52562024.80
2026-02-12,54569686.09,['513310'],513310.XSHG:15390700:54467687.30
2026-02-13,55554813.49,['513310'],513310.XSHG:15387800:55442243.40
2026-02-24,59370913.29,['513310'],513310.XSHG:15386600:59253796.60
2026-02-25,60755791.89,['513310'],513310.XSHG:15385000:60632285.00
2026-02-26,64531159.79,['513350'],513350.XSHG:56797200:64408024.80
2026-02-27,65212702.89,['513350'],513350.XSHG:56791100:65082600.60
2026-03-02,73194710.74,['561360'],561360.XSHG:41867200:73058264.00
2026-03-03,78078708.41,['513520'],513520.XSHG:39001900:77925796.20
2026-03-04,75614594.6,['159985'],159985.XSHE:35904600:75471469.20
2026-03-05,74142530.0,['159985'],159985.XSHE:35901700:73993403.70
2026-03-06,76476165.4,['159985'],159985.XSHE:35899400:76322124.40
2026-03-09,80281969.8,['159985'],159985.XSHE:35893900:80115184.80
2026-03-10,78379442.5,['159985'],159985.XSHE:35896500:78218473.50
2026-03-11,80712711.2,['159985'],159985.XSHE:35896600:80551970.40
2026-03-12,83713071.69,['159611'],159611.XSHE:69340900:83555784.50
2026-03-13,82132998.92,['515220'],515220.XSHG:62149500:81975190.50
2026-03-16,80206393.52,['515220'],515220.XSHG:62146400:80044563.20
2026-03-17,78083899.06,['159611'],159611.XSHE:68363400:77934276.00
2026-03-18,77866075.06,['159985'],159985.XSHE:34526200:77718476.20
2026-03-19,81832377.75,['159518'],159518.XSHE:63469100:81684731.70
2026-03-20,82924483.21,['159985'],159985.XSHE:37534200:82762911.00
2026-03-23,83863067.21,['159985'],159985.XSHE:37529700:83691231.00
2026-03-24,84313411.81,['159985'],159985.XSHE:37529900:84142035.80
2026-03-25,82792391.91,['511880'],511880.XSHG:824000:82634840.00
2026-03-26,82803097.51,['511880'],511880.XSHG:823900:82635522.20
2026-03-27,82801449.71,['511880'],511880.XSHG:823900:82633874.40
2026-03-30,82801449.71,['511880'],511880.XSHG:823900:82633874.40
2026-03-31,82788542.46,['520830'],520830.XSHG:77005600:71153174.40
2026-04-01,84210133.71,['520830'],520830.XSHG:89218000:84043356.00
2026-04-02,83194588.73,"['520830', '512800']",520830.XSHG:32675880:30388568.40|512800.XSHG:65604000:52811220.00
2026-04-03,82526696.42,['520830'],520830.XSHG:69099780:64055496.06
2026-04-07,82248466.64,['520830'],520830.XSHG:88933580:82085694.34
2026-04-08,83315648.6,['520830'],520830.XSHG:88930380:83149905.30
2026-04-09,82644414.11,['513120'],513120.XSHG:64644600:82486509.60
2026-04-10,83032296.81,['513120'],513120.XSHG:64637900:82865787.80
2026-04-13,82722071.04,['515880'],515880.XSHG:67899600:82565913.60
2026-04-14,84283767.04,['515880'],515880.XSHG:67889400:84114966.60
2026-04-15,82993868.44,['515880'],515880.XSHG:67889400:82825068.00
2026-04-16,85980981.64,['515880'],515880.XSHG:67888300:85810811.20
2026-04-17,90065425.94,['159967'],159967.XSHE:113936600:89895977.40
2026-04-20,89839722.41,['159363'],159363.XSHE:69242100:89668519.50
2026-04-21,87891803.34,['562800'],562800.XSHG:77632600:87724838.00
2026-04-22,89389754.1,['159819'],159819.XSHE:50209400:89222103.80
2026-04-23,88090837.85,['159509'],159509.XSHE:38144500:87923072.50
2026-04-24,88760542.91,['159949'],159949.XSHE:50308800:88593796.80
2026-04-27,88507690.79,['561980'],561980.XSHG:35350100:88339899.90
2026-04-28,88331389.22,['159516'],159516.XSHE:90515500:88162097.00
2026-04-29,87855723.28,['513100'],513100.XSHG:44693900:87689431.80
2026-04-30,87877693.36,['159949'],159949.XSHE:49863800:87710424.20
2026-05-06,89149960.2,['588790'],588790.XSHG:95264100:88976669.40
2026-05-07,91189418.56,['159949'],159949.XSHE:49519200:91016289.60
2026-05-08,90347600.36,['159949'],159949.XSHE:49514800:90166450.80
2026-05-11,93665040.76,['159949'],159949.XSHE:49512600:93479788.80
2026-05-12,93615517.16,['159949'],159949.XSHE:49512000:93429144.00
2026-05-13,96320899.81,['159915'],159915.XSHE:23750000:96140000.00
2026-05-14,94254720.71,['159915'],159915.XSHE:23747700:94064639.70
2026-05-15,93456259.28,['513100'],513100.XSHG:44418000:93277800.00
2026-05-18,91946088.48,['513100'],513100.XSHG:44414700:91760770.20
2026-05-19,90731484.52,['511880'],511880.XSHG:901400:90553742.60
2026-05-20,90745901.12,['511880'],511880.XSHG:901300:90558117.50
2026-05-21,89356667.38,['159509'],159509.XSHE:34810400:89184244.80
2026-05-22,91967374.38,['159509'],159509.XSHE:34806400:91784476.80
2026-05-25,94264579.78,['159509'],159509.XSHE:34804400:94076293.20
2026-05-26,93835815.77,['515980'],515980.XSHG:79777800:93659137.20
2026-05-27,91707397.57,['159819'],159819.XSHE:45628100:91529968.60
2026-05-28,93729130.27,['159967'],159967.XSHE:97965400:93556957.00
2026-05-29,91240244.07,['515880'],515880.XSHG:57272100:91062639.00
2026-06-01,89737789.92,['513100'],513100.XSHG:37871500:89566097.50
2026-06-02,88904599.42,['513100'],513100.XSHG:37869000:88727067.00
2026-06-03,87238348.02,['513100'],513100.XSHG:37869800:87062670.20
2026-06-04,85444522.67,['159732'],159732.XSHE:52449500:85282887.00
2026-06-05,82017900.83,['159967'],159967.XSHE:88782600:81857557.20
2026-06-08,79337798.0,['511880'],511880.XSHG:787700:79176453.20
2026-06-09,78783894.68,['513520'],513520.XSHG:33432400:78633004.80
2026-06-10,75355753.81,['511880'],511880.XSHG:748200:75206819.40
2026-06-11,75360237.21,['511880'],511880.XSHG:748100:75201256.30
2026-06-12,75355748.61,['511880'],511880.XSHG:748100:75196767.70
2026-06-15,75765532.89,['513520'],513520.XSHG:30878800:75622181.20
2026-06-16,75981769.69,['513520'],513520.XSHG:30874700:75828263.20
2026-06-17,76074387.39,['513520'],513520.XSHG:30874900:75921379.10
2026-06-18,78204729.69,['513520'],513520.XSHG:30874100:78049724.80
2026-06-22,80612870.89,['513520'],513520.XSHG:30872000:80452432.00
2026-06-23,76759537.31,['562590'],562590.XSHG:23062800:76614621.60
2026-06-24,81198698.54,['588220'],588220.XSHG:38815400:81046555.20
2026-06-25,82052549.14,['588220'],588220.XSHG:38810200:81889522.00
2026-06-26,79195781.86,['159667'],159667.XSHE:90026800:79043530.40
2026-06-29,76018003.74,['159502'],159502.XSHE:46462200:75872772.60
2026-06-30,76110983.14,['159502'],159502.XSHE:46457200:75957522.00
2026-07-01,74506020.01,['159667'],159667.XSHE:82352800:74364578.40
2026-07-02,72282679.01,['159667'],159667.XSHE:82344900:72134132.40
2026-07-03,77354629.25,['513290'],513290.XSHG:43015200:77212284.00
2026-07-06,76044474.32,['513400'],513400.XSHG:55892000:75901336.00
